STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,isco08,International Standard Classification of Occupations 2008 (ISCO-08),age,Age class,sex,Sex,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC51,Personal service workers,Y20-64,From 20 to 64 years,T,Total,THS_PER,Thousand persons,ES,Spain,2023,,983.1,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC52,Sales workers,Y20-64,From 20 to 64 years,F,Females,THS_PER,Thousand persons,ES,Spain,2023,,1252.3,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC52,Sales workers,Y20-64,From 20 to 64 years,M,Males,THS_PER,Thousand persons,ES,Spain,2023,,777.6,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC52,Sales workers,Y20-64,From 20 to 64 years,T,Total,THS_PER,Thousand persons,ES,Spain,2023,,2029.9,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC53,Personal care workers,Y20-64,From 20 to 64 years,F,Females,THS_PER,Thousand persons,ES,Spain,2023,,722.7,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC53,Personal care workers,Y20-64,From 20 to 64 years,M,Males,THS_PER,Thousand persons,ES,Spain,2023,,102.0,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC53,Personal care workers,Y20-64,From 20 to 64 years,T,Total,THS_PER,Thousand persons,ES,Spain,2023,,824.7,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC54,Protective services workers,Y20-64,From 20 to 64 years,F,Females,THS_PER,Thousand persons,ES,Spain,2023,,62.5,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC54,Protective services workers,Y20-64,From 20 to 64 years,M,Males,THS_PER,Thousand persons,ES,Spain,2023,,410.1,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC54,Protective services workers,Y20-64,From 20 to 64 years,T,Total,THS_PER,Thousand persons,ES,Spain,2023,,472.7,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC6,"Skilled agricultural, forestry and fishery workers",Y20-64,From 20 to 64 years,F,Females,THS_PER,Thousand persons,ES,Spain,2023,,80.9,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC6,"Skilled agricultural, forestry and fishery workers",Y20-64,From 20 to 64 years,M,Males,THS_PER,Thousand persons,ES,Spain,2023,,341.5,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC6,"Skilled agricultural, forestry and fishery workers",Y20-64,From 20 to 64 years,T,Total,THS_PER,Thousand persons,ES,Spain,2023,,422.4,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC61,Market-oriented skilled agricultural workers,Y20-64,From 20 to 64 years,F,Females,THS_PER,Thousand persons,ES,Spain,2023,,76.2,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC61,Market-oriented skilled agricultural workers,Y20-64,From 20 to 64 years,M,Males,THS_PER,Thousand persons,ES,Spain,2023,,312.2,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC61,Market-oriented skilled agricultural workers,Y20-64,From 20 to 64 years,T,Total,THS_PER,Thousand persons,ES,Spain,2023,,388.4,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC62,"Market-oriented skilled forestry, fishery and hunting workers",Y20-64,From 20 to 64 years,F,Females,THS_PER,Thousand persons,ES,Spain,2023,,4.7,,du,"definition differs (see metadata), low reliability",,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC62,"Market-oriented skilled forestry, fishery and hunting workers",Y20-64,From 20 to 64 years,M,Males,THS_PER,Thousand persons,ES,Spain,2023,,29.3,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC62,"Market-oriented skilled forestry, fishery and hunting workers",Y20-64,From 20 to 64 years,T,Total,THS_PER,Thousand persons,ES,Spain,2023,,34.1,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC7,Craft and related trades workers,Y20-64,From 20 to 64 years,F,Females,THS_PER,Thousand persons,ES,Spain,2023,,182.0,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC7,Craft and related trades workers,Y20-64,From 20 to 64 years,M,Males,THS_PER,Thousand persons,ES,Spain,2023,,2043.3,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC7,Craft and related trades workers,Y20-64,From 20 to 64 years,T,Total,THS_PER,Thousand persons,ES,Spain,2023,,2225.4,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC71,"Building and related trades workers, excluding electricians",Y20-64,From 20 to 64 years,F,Females,THS_PER,Thousand persons,ES,Spain,2023,,17.8,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC71,"Building and related trades workers, excluding electricians",Y20-64,From 20 to 64 years,M,Males,THS_PER,Thousand persons,ES,Spain,2023,,912.2,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC71,"Building and related trades workers, excluding electricians",Y20-64,From 20 to 64 years,T,Total,THS_PER,Thousand persons,ES,Spain,2023,,930.0,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC72,"Metal, machinery and related trades workers",Y20-64,From 20 to 64 years,F,Females,THS_PER,Thousand persons,ES,Spain,2023,,9.1,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC72,"Metal, machinery and related trades workers",Y20-64,From 20 to 64 years,M,Males,THS_PER,Thousand persons,ES,Spain,2023,,525.3,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC72,"Metal, machinery and related trades workers",Y20-64,From 20 to 64 years,T,Total,THS_PER,Thousand persons,ES,Spain,2023,,534.4,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC73,Handicraft and printing workers,Y20-64,From 20 to 64 years,F,Females,THS_PER,Thousand persons,ES,Spain,2023,,22.0,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC73,Handicraft and printing workers,Y20-64,From 20 to 64 years,M,Males,THS_PER,Thousand persons,ES,Spain,2023,,56.7,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC73,Handicraft and printing workers,Y20-64,From 20 to 64 years,T,Total,THS_PER,Thousand persons,ES,Spain,2023,,78.6,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC74,Electrical and electronic trades workers,Y20-64,From 20 to 64 years,F,Females,THS_PER,Thousand persons,ES,Spain,2023,,5.2,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC74,Electrical and electronic trades workers,Y20-64,From 20 to 64 years,M,Males,THS_PER,Thousand persons,ES,Spain,2023,,361.6,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC74,Electrical and electronic trades workers,Y20-64,From 20 to 64 years,T,Total,THS_PER,Thousand persons,ES,Spain,2023,,366.8,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC75,"Food processing, wood working, garment and other craft and related trades workers",Y20-64,From 20 to 64 years,F,Females,THS_PER,Thousand persons,ES,Spain,2023,,127.9,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC75,"Food processing, wood working, garment and other craft and related trades workers",Y20-64,From 20 to 64 years,M,Males,THS_PER,Thousand persons,ES,Spain,2023,,187.5,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC75,"Food processing, wood working, garment and other craft and related trades workers",Y20-64,From 20 to 64 years,T,Total,THS_PER,Thousand persons,ES,Spain,2023,,315.4,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC8,Plant and machine operators and assemblers,Y20-64,From 20 to 64 years,F,Females,THS_PER,Thousand persons,ES,Spain,2023,,231.3,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC8,Plant and machine operators and assemblers,Y20-64,From 20 to 64 years,M,Males,THS_PER,Thousand persons,ES,Spain,2023,,1418.9,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC8,Plant and machine operators and assemblers,Y20-64,From 20 to 64 years,T,Total,THS_PER,Thousand persons,ES,Spain,2023,,1650.2,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC81,Stationary plant and machine operators,Y20-64,From 20 to 64 years,F,Females,THS_PER,Thousand persons,ES,Spain,2023,,139.4,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC81,Stationary plant and machine operators,Y20-64,From 20 to 64 years,M,Males,THS_PER,Thousand persons,ES,Spain,2023,,313.7,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC81,Stationary plant and machine operators,Y20-64,From 20 to 64 years,T,Total,THS_PER,Thousand persons,ES,Spain,2023,,453.1,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC82,Assemblers,Y20-64,From 20 to 64 years,F,Females,THS_PER,Thousand persons,ES,Spain,2023,,37.0,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC82,Assemblers,Y20-64,From 20 to 64 years,M,Males,THS_PER,Thousand persons,ES,Spain,2023,,108.5,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC82,Assemblers,Y20-64,From 20 to 64 years,T,Total,THS_PER,Thousand persons,ES,Spain,2023,,145.5,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC83,Drivers and mobile plant operators,Y20-64,From 20 to 64 years,F,Females,THS_PER,Thousand persons,ES,Spain,2023,,55.0,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC83,Drivers and mobile plant operators,Y20-64,From 20 to 64 years,M,Males,THS_PER,Thousand persons,ES,Spain,2023,,996.7,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC83,Drivers and mobile plant operators,Y20-64,From 20 to 64 years,T,Total,THS_PER,Thousand persons,ES,Spain,2023,,1051.6,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC9,Elementary occupations,Y20-64,From 20 to 64 years,F,Females,THS_PER,Thousand persons,ES,Spain,2023,,1461.3,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC9,Elementary occupations,Y20-64,From 20 to 64 years,M,Males,THS_PER,Thousand persons,ES,Spain,2023,,1047.7,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC9,Elementary occupations,Y20-64,From 20 to 64 years,T,Total,THS_PER,Thousand persons,ES,Spain,2023,,2509.0,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC91,Cleaners and helpers,Y20-64,From 20 to 64 years,F,Females,THS_PER,Thousand persons,ES,Spain,2023,,1005.3,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC91,Cleaners and helpers,Y20-64,From 20 to 64 years,M,Males,THS_PER,Thousand persons,ES,Spain,2023,,127.4,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC91,Cleaners and helpers,Y20-64,From 20 to 64 years,T,Total,THS_PER,Thousand persons,ES,Spain,2023,,1132.7,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC92,"Agricultural, forestry and fishery labourers",Y20-64,From 20 to 64 years,F,Females,THS_PER,Thousand persons,ES,Spain,2023,,86.2,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC92,"Agricultural, forestry and fishery labourers",Y20-64,From 20 to 64 years,M,Males,THS_PER,Thousand persons,ES,Spain,2023,,244.1,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC92,"Agricultural, forestry and fishery labourers",Y20-64,From 20 to 64 years,T,Total,THS_PER,Thousand persons,ES,Spain,2023,,330.3,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC93,"Labourers in mining, construction, manufacturing and transport",Y20-64,From 20 to 64 years,F,Females,THS_PER,Thousand persons,ES,Spain,2023,,199.5,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC93,"Labourers in mining, construction, manufacturing and transport",Y20-64,From 20 to 64 years,M,Males,THS_PER,Thousand persons,ES,Spain,2023,,502.3,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC93,"Labourers in mining, construction, manufacturing and transport",Y20-64,From 20 to 64 years,T,Total,THS_PER,Thousand persons,ES,Spain,2023,,701.9,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC94,Food preparation assistants,Y20-64,From 20 to 64 years,F,Females,THS_PER,Thousand persons,ES,Spain,2023,,121.6,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC94,Food preparation assistants,Y20-64,From 20 to 64 years,M,Males,THS_PER,Thousand persons,ES,Spain,2023,,57.6,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC94,Food preparation assistants,Y20-64,From 20 to 64 years,T,Total,THS_PER,Thousand persons,ES,Spain,2023,,179.2,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC95,Street and related sales and service workers,Y20-64,From 20 to 64 years,F,Females,THS_PER,Thousand persons,ES,Spain,2023,,1.3,,du,"definition differs (see metadata), low reliability",,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC95,Street and related sales and service workers,Y20-64,From 20 to 64 years,M,Males,THS_PER,Thousand persons,ES,Spain,2023,,3.5,,du,"definition differs (see metadata), low reliability",,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC95,Street and related sales and service workers,Y20-64,From 20 to 64 years,T,Total,THS_PER,Thousand persons,ES,Spain,2023,,4.8,,du,"definition differs (see metadata), low reliability",,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC96,Refuse workers and other elementary workers,Y20-64,From 20 to 64 years,F,Females,THS_PER,Thousand persons,ES,Spain,2023,,47.4,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC96,Refuse workers and other elementary workers,Y20-64,From 20 to 64 years,M,Males,THS_PER,Thousand persons,ES,Spain,2023,,112.8,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC96,Refuse workers and other elementary workers,Y20-64,From 20 to 64 years,T,Total,THS_PER,Thousand persons,ES,Spain,2023,,160.2,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,TOTAL,Total,Y20-64,From 20 to 64 years,F,Females,THS_PER,Thousand persons,ES,Spain,2023,,9585.0,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,TOTAL,Total,Y20-64,From 20 to 64 years,M,Males,THS_PER,Thousand persons,ES,Spain,2023,,11099.1,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,TOTAL,Total,Y20-64,From 20 to 64 years,T,Total,THS_PER,Thousand persons,ES,Spain,2023,,20684.1,,d,definition differs (see metadata),,
