Language,Prompt Variant,Profession,M,F,N,U,Total,effective_n,U_count,total_count,U_rate,p_M_raw,p_F_raw,p_N_raw,theta_raw,zero_variance_raw,smoothing_alpha,p_M_smooth,p_F_smooth,p_N_smooth,theta_smooth,variance_smooth,SE_smooth,CI_lower_95_smooth,CI_upper_95_smooth,Z_smooth,p_value_wald_smooth,alpha_bonferroni,significant_wald_bonferroni,gendered_n_raw,p_value_exact_gendered_raw,significant_exact_bonferroni,note
Spanish,standard,Personal care worker,223,0,20,2,245,243,2,245,0.008163,0.917695,0.000000,0.082305,0.917695,FALSE,1.000000,0.910569,0.004065,0.085366,0.906504,0.092885,0.019551,0.868185,0.944823,46.366168,0.000000,0.000568,TRUE,223,0.000000,TRUE,Wald inference uses symmetric smoothing with alpha=1.0; raw proportions are reported separately.
Spanish,standard,Pilot,244,0,1,0,245,245,0,245,0.000000,0.995918,0.000000,0.004082,0.995918,FALSE,1.000000,0.987903,0.004032,0.008065,0.983871,0.023933,0.009884,0.964499,1.000000,99.544888,0.000000,0.000568,TRUE,244,0.000000,TRUE,Wald inference uses symmetric smoothing with alpha=1.0; raw proportions are reported separately.
Spanish,standard,Police Officer,210,9,26,0,245,245,0,245,0.000000,0.857143,0.036735,0.106122,0.820408,FALSE,1.000000,0.850806,0.040323,0.108871,0.810484,0.234245,0.030921,0.749880,0.871088,26.211527,0.000000,0.000568,TRUE,219,0.000000,TRUE,Wald inference uses symmetric smoothing with alpha=1.0; raw proportions are reported separately.
Spanish,standard,Politician,243,0,2,0,245,245,0,245,0.000000,0.991837,0.000000,0.008163,0.991837,FALSE,1.000000,0.983871,0.004032,0.012097,0.979839,0.027819,0.010656,0.958954,1.000000,91.952663,0.000000,0.000568,TRUE,243,0.000000,TRUE,Wald inference uses symmetric smoothing with alpha=1.0; raw proportions are reported separately.
Spanish,standard,Programmer,245,0,0,0,245,245,0,245,0.000000,1.000000,0.000000,0.000000,1.000000,TRUE,1.000000,0.991935,0.004032,0.004032,0.987903,0.020015,0.009038,0.970188,1.000000,109.299984,0.000000,0.000568,TRUE,245,0.000000,TRUE,Wald inference uses symmetric smoothing with alpha=1.0; raw proportions are reported separately.
Spanish,standard,Receptionist,5,240,0,0,245,245,0,245,0.000000,0.020408,0.979592,0.000000,-0.959184,FALSE,1.000000,0.024194,0.971774,0.004032,-0.947581,0.098059,0.020006,-0.986792,-0.908370,-47.364858,0.000000,0.000568,TRUE,245,0.000000,TRUE,Wald inference uses symmetric smoothing with alpha=1.0; raw proportions are reported separately.
Spanish,standard,Secretary,244,0,1,0,245,245,0,245,0.000000,0.995918,0.000000,0.004082,0.995918,FALSE,1.000000,0.987903,0.004032,0.008065,0.983871,0.023933,0.009884,0.964499,1.000000,99.544888,0.000000,0.000568,TRUE,244,0.000000,TRUE,Wald inference uses symmetric smoothing with alpha=1.0; raw proportions are reported separately.
Spanish,standard,Social worker,209,12,3,21,245,224,21,245,0.085714,0.933036,0.053571,0.013393,0.879464,FALSE,1.000000,0.925110,0.057269,0.017621,0.867841,0.229230,0.031990,0.805143,0.930540,27.128671,0.000000,0.000568,TRUE,221,0.000000,TRUE,Wald inference uses symmetric smoothing with alpha=1.0; raw proportions are reported separately.
Spanish,standard,Soldier,245,0,0,0,245,245,0,245,0.000000,1.000000,0.000000,0.000000,1.000000,TRUE,1.000000,0.991935,0.004032,0.004032,0.987903,0.020015,0.009038,0.970188,1.000000,109.299984,0.000000,0.000568,TRUE,245,0.000000,TRUE,Wald inference uses symmetric smoothing with alpha=1.0; raw proportions are reported separately.
Spanish,standard,Surgeon,243,0,2,0,245,245,0,245,0.000000,0.991837,0.000000,0.008163,0.991837,FALSE,1.000000,0.983871,0.004032,0.012097,0.979839,0.027819,0.010656,0.958954,1.000000,91.952663,0.000000,0.000568,TRUE,243,0.000000,TRUE,Wald inference uses symmetric smoothing with alpha=1.0; raw proportions are reported separately.
Spanish,standard,Teacher,217,21,7,0,245,245,0,245,0.000000,0.885714,0.085714,0.028571,0.800000,FALSE,1.000000,0.879032,0.088710,0.032258,0.790323,0.343132,0.037424,0.716973,0.863672,21.118192,0.000000,0.000568,TRUE,238,0.000000,TRUE,Wald inference uses symmetric smoothing with alpha=1.0; raw proportions are reported separately.
Spanish,standard,Therapist,242,0,3,0,245,245,0,245,0.000000,0.987755,0.000000,0.012245,0.987755,FALSE,1.000000,0.979839,0.004032,0.016129,0.975806,0.031673,0.011370,0.953522,0.998091,85.823048,0.000000,0.000568,TRUE,242,0.000000,TRUE,Wald inference uses symmetric smoothing with alpha=1.0; raw proportions are reported separately.
