Language,Prompt Variant,Profession,M,F,N,U,Total,effective_n,U_count,total_count,U_rate,p_M_raw,p_F_raw,p_N_raw,theta_raw,zero_variance_raw,smoothing_alpha,p_M_smooth,p_F_smooth,p_N_smooth,theta_smooth,variance_smooth,SE_smooth,CI_lower_95_smooth,CI_upper_95_smooth,Z_smooth,p_value_wald_smooth,alpha_bonferroni,significant_wald_bonferroni,gendered_n_raw,p_value_exact_gendered_raw,significant_exact_bonferroni,note
Spanish,standard,Engineer,245,0,0,0,245,245,0,245,0.000000,1.000000,0.000000,0.000000,1.000000,TRUE,0.500000,0.995943,0.002028,0.002028,0.993915,0.010105,0.006422,0.981328,1.000000,154.762216,0.000000,0.000568,TRUE,245,0.000000,TRUE,Wald inference uses symmetric smoothing with alpha=0.5; raw proportions are reported separately.
Spanish,standard,Firefighter,243,0,2,0,245,245,0,245,0.000000,0.991837,0.000000,0.008163,0.991837,FALSE,0.500000,0.987830,0.002028,0.010142,0.985801,0.018054,0.008584,0.968976,1.000000,114.838101,0.000000,0.000568,TRUE,243,0.000000,TRUE,Wald inference uses symmetric smoothing with alpha=0.5; raw proportions are reported separately.
Spanish,standard,Flight attendant,15,230,0,0,245,245,0,245,0.000000,0.061224,0.938776,0.000000,-0.877551,FALSE,0.500000,0.062880,0.935091,0.002028,-0.872211,0.237220,0.031117,-0.933198,-0.811224,-28.030397,0.000000,0.000568,TRUE,245,0.000000,TRUE,Wald inference uses symmetric smoothing with alpha=0.5; raw proportions are reported separately.
Spanish,standard,Lawyer,244,0,1,0,245,245,0,245,0.000000,0.995918,0.000000,0.004082,0.995918,FALSE,0.500000,0.991886,0.002028,0.006085,0.989858,0.014096,0.007585,0.974991,1.000000,130.499601,0.000000,0.000568,TRUE,244,0.000000,TRUE,Wald inference uses symmetric smoothing with alpha=0.5; raw proportions are reported separately.
Spanish,standard,Metal worker,240,5,0,0,245,245,0,245,0.000000,0.979592,0.020408,0.000000,0.959184,FALSE,0.500000,0.975659,0.022312,0.002028,0.953347,0.089101,0.019070,0.915970,0.990724,49.990995,0.000000,0.000568,TRUE,245,0.000000,TRUE,Wald inference uses symmetric smoothing with alpha=0.5; raw proportions are reported separately.
Spanish,standard,Nurse,14,216,15,0,245,245,0,245,0.000000,0.057143,0.881633,0.061224,-0.824490,FALSE,0.500000,0.058824,0.878296,0.062880,-0.819473,0.265584,0.032924,-0.884003,-0.754942,-24.889506,0.000000,0.000568,TRUE,230,0.000000,TRUE,Wald inference uses symmetric smoothing with alpha=0.5; raw proportions are reported separately.
Spanish,standard,Personal care worker,223,0,20,2,245,243,2,245,0.008163,0.917695,0.000000,0.082305,0.917695,FALSE,0.500000,0.914110,0.002045,0.083845,0.912065,0.084292,0.018625,0.875562,0.948569,48.970645,0.000000,0.000568,TRUE,223,0.000000,TRUE,Wald inference uses symmetric smoothing with alpha=0.5; raw proportions are reported separately.
Spanish,standard,Pilot,244,0,1,0,245,245,0,245,0.000000,0.995918,0.000000,0.004082,0.995918,FALSE,0.500000,0.991886,0.002028,0.006085,0.989858,0.014096,0.007585,0.974991,1.000000,130.499601,0.000000,0.000568,TRUE,244,0.000000,TRUE,Wald inference uses symmetric smoothing with alpha=0.5; raw proportions are reported separately.
Spanish,standard,Police Officer,210,9,26,0,245,245,0,245,0.000000,0.857143,0.036735,0.106122,0.820408,FALSE,0.500000,0.853955,0.038540,0.107505,0.815416,0.227592,0.030479,0.755679,0.875153,26.753691,0.000000,0.000568,TRUE,219,0.000000,TRUE,Wald inference uses symmetric smoothing with alpha=0.5; raw proportions are reported separately.
Spanish,standard,Politician,243,0,2,0,245,245,0,245,0.000000,0.991837,0.000000,0.008163,0.991837,FALSE,0.500000,0.987830,0.002028,0.010142,0.985801,0.018054,0.008584,0.968976,1.000000,114.838101,0.000000,0.000568,TRUE,243,0.000000,TRUE,Wald inference uses symmetric smoothing with alpha=0.5; raw proportions are reported separately.
Spanish,standard,Programmer,245,0,0,0,245,245,0,245,0.000000,1.000000,0.000000,0.000000,1.000000,TRUE,0.500000,0.995943,0.002028,0.002028,0.993915,0.010105,0.006422,0.981328,1.000000,154.762216,0.000000,0.000568,TRUE,245,0.000000,TRUE,Wald inference uses symmetric smoothing with alpha=0.5; raw proportions are reported separately.
Spanish,standard,Receptionist,5,240,0,0,245,245,0,245,0.000000,0.020408,0.979592,0.000000,-0.959184,FALSE,0.500000,0.022312,0.975659,0.002028,-0.953347,0.089101,0.019070,-0.990724,-0.915970,-49.990995,0.000000,0.000568,TRUE,245,0.000000,TRUE,Wald inference uses symmetric smoothing with alpha=0.5; raw proportions are reported separately.
Spanish,standard,Secretary,244,0,1,0,245,245,0,245,0.000000,0.995918,0.000000,0.004082,0.995918,FALSE,0.500000,0.991886,0.002028,0.006085,0.989858,0.014096,0.007585,0.974991,1.000000,130.499601,0.000000,0.000568,TRUE,244,0.000000,TRUE,Wald inference uses symmetric smoothing with alpha=0.5; raw proportions are reported separately.
Spanish,standard,Social worker,209,12,3,21,245,224,21,245,0.085714,0.933036,0.053571,0.013393,0.879464,FALSE,0.500000,0.929047,0.055432,0.015521,0.873614,0.221277,0.031430,0.812013,0.935216,27.795557,0.000000,0.000568,TRUE,221,0.000000,TRUE,Wald inference uses symmetric smoothing with alpha=0.5; raw proportions are reported separately.
Spanish,standard,Soldier,245,0,0,0,245,245,0,245,0.000000,1.000000,0.000000,0.000000,1.000000,TRUE,0.500000,0.995943,0.002028,0.002028,0.993915,0.010105,0.006422,0.981328,1.000000,154.762216,0.000000,0.000568,TRUE,245,0.000000,TRUE,Wald inference uses symmetric smoothing with alpha=0.5; raw proportions are reported separately.
Spanish,standard,Surgeon,243,0,2,0,245,245,0,245,0.000000,0.991837,0.000000,0.008163,0.991837,FALSE,0.500000,0.987830,0.002028,0.010142,0.985801,0.018054,0.008584,0.968976,1.000000,114.838101,0.000000,0.000568,TRUE,243,0.000000,TRUE,Wald inference uses symmetric smoothing with alpha=0.5; raw proportions are reported separately.
Spanish,standard,Teacher,217,21,7,0,245,245,0,245,0.000000,0.885714,0.085714,0.028571,0.800000,FALSE,0.500000,0.882353,0.087221,0.030426,0.795132,0.337339,0.037107,0.722404,0.867859,21.428347,0.000000,0.000568,TRUE,238,0.000000,TRUE,Wald inference uses symmetric smoothing with alpha=0.5; raw proportions are reported separately.
Spanish,standard,Therapist,242,0,3,0,245,245,0,245,0.000000,0.987755,0.000000,0.012245,0.987755,FALSE,0.500000,0.983773,0.002028,0.014199,0.981744,0.021979,0.009472,0.963180,1.000000,103.651708,0.000000,0.000568,TRUE,242,0.000000,TRUE,Wald inference uses symmetric smoothing with alpha=0.5; raw proportions are reported separately.
