STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,isco08,International Standard Classification of Occupations 2008 (ISCO-08),age,Age class,sex,Sex,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC6,"Skilled agricultural, forestry and fishery workers",Y20-64,From 20 to 64 years,F,Females,THS_PER,Thousand persons,FR,France,2023,,177.9,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC6,"Skilled agricultural, forestry and fishery workers",Y20-64,From 20 to 64 years,M,Males,THS_PER,Thousand persons,FR,France,2023,,519.0,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC6,"Skilled agricultural, forestry and fishery workers",Y20-64,From 20 to 64 years,T,Total,THS_PER,Thousand persons,FR,France,2023,,696.9,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC61,Market-oriented skilled agricultural workers,Y20-64,From 20 to 64 years,F,Females,THS_PER,Thousand persons,FR,France,2023,,174.5,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC61,Market-oriented skilled agricultural workers,Y20-64,From 20 to 64 years,M,Males,THS_PER,Thousand persons,FR,France,2023,,483.4,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC61,Market-oriented skilled agricultural workers,Y20-64,From 20 to 64 years,T,Total,THS_PER,Thousand persons,FR,France,2023,,657.9,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC62,"Market-oriented skilled forestry, fishery and hunting workers",Y20-64,From 20 to 64 years,F,Females,THS_PER,Thousand persons,FR,France,2023,,,,u,low reliability,,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC62,"Market-oriented skilled forestry, fishery and hunting workers",Y20-64,From 20 to 64 years,M,Males,THS_PER,Thousand persons,FR,France,2023,,35.6,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC62,"Market-oriented skilled forestry, fishery and hunting workers",Y20-64,From 20 to 64 years,T,Total,THS_PER,Thousand persons,FR,France,2023,,38.8,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC7,Craft and related trades workers,Y20-64,From 20 to 64 years,F,Females,THS_PER,Thousand persons,FR,France,2023,,267.0,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC7,Craft and related trades workers,Y20-64,From 20 to 64 years,M,Males,THS_PER,Thousand persons,FR,France,2023,,2285.1,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC7,Craft and related trades workers,Y20-64,From 20 to 64 years,T,Total,THS_PER,Thousand persons,FR,France,2023,,2552.1,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC71,"Building and related trades workers, excluding electricians",Y20-64,From 20 to 64 years,F,Females,THS_PER,Thousand persons,FR,France,2023,,24.0,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC71,"Building and related trades workers, excluding electricians",Y20-64,From 20 to 64 years,M,Males,THS_PER,Thousand persons,FR,France,2023,,917.9,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC71,"Building and related trades workers, excluding electricians",Y20-64,From 20 to 64 years,T,Total,THS_PER,Thousand persons,FR,France,2023,,941.9,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC72,"Metal, machinery and related trades workers",Y20-64,From 20 to 64 years,F,Females,THS_PER,Thousand persons,FR,France,2023,,32.4,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC72,"Metal, machinery and related trades workers",Y20-64,From 20 to 64 years,M,Males,THS_PER,Thousand persons,FR,France,2023,,729.3,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC72,"Metal, machinery and related trades workers",Y20-64,From 20 to 64 years,T,Total,THS_PER,Thousand persons,FR,France,2023,,761.6,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC73,Handicraft and printing workers,Y20-64,From 20 to 64 years,F,Females,THS_PER,Thousand persons,FR,France,2023,,46.5,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC73,Handicraft and printing workers,Y20-64,From 20 to 64 years,M,Males,THS_PER,Thousand persons,FR,France,2023,,61.3,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC73,Handicraft and printing workers,Y20-64,From 20 to 64 years,T,Total,THS_PER,Thousand persons,FR,France,2023,,107.7,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC74,Electrical and electronic trades workers,Y20-64,From 20 to 64 years,F,Females,THS_PER,Thousand persons,FR,France,2023,,7.3,,du,"definition differs (see metadata), low reliability",,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC74,Electrical and electronic trades workers,Y20-64,From 20 to 64 years,M,Males,THS_PER,Thousand persons,FR,France,2023,,261.2,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC74,Electrical and electronic trades workers,Y20-64,From 20 to 64 years,T,Total,THS_PER,Thousand persons,FR,France,2023,,268.5,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC75,"Food processing, wood working, garment and other craft and related trades workers",Y20-64,From 20 to 64 years,F,Females,THS_PER,Thousand persons,FR,France,2023,,152.1,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC75,"Food processing, wood working, garment and other craft and related trades workers",Y20-64,From 20 to 64 years,M,Males,THS_PER,Thousand persons,FR,France,2023,,304.2,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC75,"Food processing, wood working, garment and other craft and related trades workers",Y20-64,From 20 to 64 years,T,Total,THS_PER,Thousand persons,FR,France,2023,,456.3,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC8,Plant and machine operators and assemblers,Y20-64,From 20 to 64 years,F,Females,THS_PER,Thousand persons,FR,France,2023,,347.2,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC8,Plant and machine operators and assemblers,Y20-64,From 20 to 64 years,M,Males,THS_PER,Thousand persons,FR,France,2023,,1439.1,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC8,Plant and machine operators and assemblers,Y20-64,From 20 to 64 years,T,Total,THS_PER,Thousand persons,FR,France,2023,,1786.4,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC81,Stationary plant and machine operators,Y20-64,From 20 to 64 years,F,Females,THS_PER,Thousand persons,FR,France,2023,,225.0,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC81,Stationary plant and machine operators,Y20-64,From 20 to 64 years,M,Males,THS_PER,Thousand persons,FR,France,2023,,348.2,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC81,Stationary plant and machine operators,Y20-64,From 20 to 64 years,T,Total,THS_PER,Thousand persons,FR,France,2023,,573.2,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC82,Assemblers,Y20-64,From 20 to 64 years,F,Females,THS_PER,Thousand persons,FR,France,2023,,41.5,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC82,Assemblers,Y20-64,From 20 to 64 years,M,Males,THS_PER,Thousand persons,FR,France,2023,,105.3,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC82,Assemblers,Y20-64,From 20 to 64 years,T,Total,THS_PER,Thousand persons,FR,France,2023,,146.8,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC83,Drivers and mobile plant operators,Y20-64,From 20 to 64 years,F,Females,THS_PER,Thousand persons,FR,France,2023,,80.1,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC83,Drivers and mobile plant operators,Y20-64,From 20 to 64 years,M,Males,THS_PER,Thousand persons,FR,France,2023,,985.1,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC83,Drivers and mobile plant operators,Y20-64,From 20 to 64 years,T,Total,THS_PER,Thousand persons,FR,France,2023,,1065.2,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC9,Elementary occupations,Y20-64,From 20 to 64 years,F,Females,THS_PER,Thousand persons,FR,France,2023,,1347.1,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC9,Elementary occupations,Y20-64,From 20 to 64 years,M,Males,THS_PER,Thousand persons,FR,France,2023,,913.1,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC9,Elementary occupations,Y20-64,From 20 to 64 years,T,Total,THS_PER,Thousand persons,FR,France,2023,,2260.3,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC91,Cleaners and helpers,Y20-64,From 20 to 64 years,F,Females,THS_PER,Thousand persons,FR,France,2023,,912.0,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC91,Cleaners and helpers,Y20-64,From 20 to 64 years,M,Males,THS_PER,Thousand persons,FR,France,2023,,165.1,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC91,Cleaners and helpers,Y20-64,From 20 to 64 years,T,Total,THS_PER,Thousand persons,FR,France,2023,,1077.2,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC92,"Agricultural, forestry and fishery labourers",Y20-64,From 20 to 64 years,F,Females,THS_PER,Thousand persons,FR,France,2023,,22.2,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC92,"Agricultural, forestry and fishery labourers",Y20-64,From 20 to 64 years,M,Males,THS_PER,Thousand persons,FR,France,2023,,104.2,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC92,"Agricultural, forestry and fishery labourers",Y20-64,From 20 to 64 years,T,Total,THS_PER,Thousand persons,FR,France,2023,,126.4,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC93,"Labourers in mining, construction, manufacturing and transport",Y20-64,From 20 to 64 years,F,Females,THS_PER,Thousand persons,FR,France,2023,,224.6,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC93,"Labourers in mining, construction, manufacturing and transport",Y20-64,From 20 to 64 years,M,Males,THS_PER,Thousand persons,FR,France,2023,,399.6,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC93,"Labourers in mining, construction, manufacturing and transport",Y20-64,From 20 to 64 years,T,Total,THS_PER,Thousand persons,FR,France,2023,,624.2,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC94,Food preparation assistants,Y20-64,From 20 to 64 years,F,Females,THS_PER,Thousand persons,FR,France,2023,,140.5,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC94,Food preparation assistants,Y20-64,From 20 to 64 years,M,Males,THS_PER,Thousand persons,FR,France,2023,,62.4,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC94,Food preparation assistants,Y20-64,From 20 to 64 years,T,Total,THS_PER,Thousand persons,FR,France,2023,,202.9,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC96,Refuse workers and other elementary workers,Y20-64,From 20 to 64 years,F,Females,THS_PER,Thousand persons,FR,France,2023,,46.9,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC96,Refuse workers and other elementary workers,Y20-64,From 20 to 64 years,M,Males,THS_PER,Thousand persons,FR,France,2023,,177.3,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC96,Refuse workers and other elementary workers,Y20-64,From 20 to 64 years,T,Total,THS_PER,Thousand persons,FR,France,2023,,224.2,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,TOTAL,Total,Y20-64,From 20 to 64 years,F,Females,THS_PER,Thousand persons,FR,France,2023,,13504.1,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,TOTAL,Total,Y20-64,From 20 to 64 years,M,Males,THS_PER,Thousand persons,FR,France,2023,,13895.2,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,TOTAL,Total,Y20-64,From 20 to 64 years,T,Total,THS_PER,Thousand persons,FR,France,2023,,27399.3,,d,definition differs (see metadata),,
