STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,isco08,International Standard Classification of Occupations 2008 (ISCO-08),age,Age class,sex,Sex,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC61,Market-oriented skilled agricultural workers,Y20-64,From 20 to 64 years,F,Females,THS_PER,Thousand persons,DE,Germany,2023,,97.1,,,,,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC61,Market-oriented skilled agricultural workers,Y20-64,From 20 to 64 years,M,Males,THS_PER,Thousand persons,DE,Germany,2023,,364.3,,,,,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC61,Market-oriented skilled agricultural workers,Y20-64,From 20 to 64 years,T,Total,THS_PER,Thousand persons,DE,Germany,2023,,461.4,,,,,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC62,"Market-oriented skilled forestry, fishery and hunting workers",Y20-64,From 20 to 64 years,F,Females,THS_PER,Thousand persons,DE,Germany,2023,,,,u,low reliability,,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC62,"Market-oriented skilled forestry, fishery and hunting workers",Y20-64,From 20 to 64 years,M,Males,THS_PER,Thousand persons,DE,Germany,2023,,19.0,,u,low reliability,,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC62,"Market-oriented skilled forestry, fishery and hunting workers",Y20-64,From 20 to 64 years,T,Total,THS_PER,Thousand persons,DE,Germany,2023,,22.3,,u,low reliability,,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC7,Craft and related trades workers,Y20-64,From 20 to 64 years,F,Females,THS_PER,Thousand persons,DE,Germany,2023,,422.2,,,,,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC7,Craft and related trades workers,Y20-64,From 20 to 64 years,M,Males,THS_PER,Thousand persons,DE,Germany,2023,,3759.6,,,,,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC7,Craft and related trades workers,Y20-64,From 20 to 64 years,T,Total,THS_PER,Thousand persons,DE,Germany,2023,,4181.8,,,,,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC71,"Building and related trades workers, excluding electricians",Y20-64,From 20 to 64 years,F,Females,THS_PER,Thousand persons,DE,Germany,2023,,32.3,,,,,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC71,"Building and related trades workers, excluding electricians",Y20-64,From 20 to 64 years,M,Males,THS_PER,Thousand persons,DE,Germany,2023,,969.6,,,,,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC71,"Building and related trades workers, excluding electricians",Y20-64,From 20 to 64 years,T,Total,THS_PER,Thousand persons,DE,Germany,2023,,1001.9,,,,,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC72,"Metal, machinery and related trades workers",Y20-64,From 20 to 64 years,F,Females,THS_PER,Thousand persons,DE,Germany,2023,,91.5,,,,,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC72,"Metal, machinery and related trades workers",Y20-64,From 20 to 64 years,M,Males,THS_PER,Thousand persons,DE,Germany,2023,,1658.0,,,,,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC72,"Metal, machinery and related trades workers",Y20-64,From 20 to 64 years,T,Total,THS_PER,Thousand persons,DE,Germany,2023,,1749.5,,,,,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC73,Handicraft and printing workers,Y20-64,From 20 to 64 years,F,Females,THS_PER,Thousand persons,DE,Germany,2023,,59.7,,,,,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC73,Handicraft and printing workers,Y20-64,From 20 to 64 years,M,Males,THS_PER,Thousand persons,DE,Germany,2023,,121.9,,,,,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC73,Handicraft and printing workers,Y20-64,From 20 to 64 years,T,Total,THS_PER,Thousand persons,DE,Germany,2023,,181.6,,,,,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC74,Electrical and electronic trades workers,Y20-64,From 20 to 64 years,F,Females,THS_PER,Thousand persons,DE,Germany,2023,,59.7,,,,,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC74,Electrical and electronic trades workers,Y20-64,From 20 to 64 years,M,Males,THS_PER,Thousand persons,DE,Germany,2023,,595.2,,,,,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC74,Electrical and electronic trades workers,Y20-64,From 20 to 64 years,T,Total,THS_PER,Thousand persons,DE,Germany,2023,,654.9,,,,,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC75,"Food processing, wood working, garment and other craft and related trades workers",Y20-64,From 20 to 64 years,F,Females,THS_PER,Thousand persons,DE,Germany,2023,,179.1,,,,,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC75,"Food processing, wood working, garment and other craft and related trades workers",Y20-64,From 20 to 64 years,M,Males,THS_PER,Thousand persons,DE,Germany,2023,,414.8,,,,,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC75,"Food processing, wood working, garment and other craft and related trades workers",Y20-64,From 20 to 64 years,T,Total,THS_PER,Thousand persons,DE,Germany,2023,,593.9,,,,,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC8,Plant and machine operators and assemblers,Y20-64,From 20 to 64 years,F,Females,THS_PER,Thousand persons,DE,Germany,2023,,378.7,,,,,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC8,Plant and machine operators and assemblers,Y20-64,From 20 to 64 years,M,Males,THS_PER,Thousand persons,DE,Germany,2023,,2082.2,,,,,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC8,Plant and machine operators and assemblers,Y20-64,From 20 to 64 years,T,Total,THS_PER,Thousand persons,DE,Germany,2023,,2460.9,,,,,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC81,Stationary plant and machine operators,Y20-64,From 20 to 64 years,F,Females,THS_PER,Thousand persons,DE,Germany,2023,,199.4,,,,,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC81,Stationary plant and machine operators,Y20-64,From 20 to 64 years,M,Males,THS_PER,Thousand persons,DE,Germany,2023,,749.6,,,,,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC81,Stationary plant and machine operators,Y20-64,From 20 to 64 years,T,Total,THS_PER,Thousand persons,DE,Germany,2023,,949.0,,,,,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC82,Assemblers,Y20-64,From 20 to 64 years,F,Females,THS_PER,Thousand persons,DE,Germany,2023,,97.2,,,,,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC82,Assemblers,Y20-64,From 20 to 64 years,M,Males,THS_PER,Thousand persons,DE,Germany,2023,,237.7,,,,,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC82,Assemblers,Y20-64,From 20 to 64 years,T,Total,THS_PER,Thousand persons,DE,Germany,2023,,334.9,,,,,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC83,Drivers and mobile plant operators,Y20-64,From 20 to 64 years,F,Females,THS_PER,Thousand persons,DE,Germany,2023,,82.1,,,,,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC83,Drivers and mobile plant operators,Y20-64,From 20 to 64 years,M,Males,THS_PER,Thousand persons,DE,Germany,2023,,1095.0,,,,,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC83,Drivers and mobile plant operators,Y20-64,From 20 to 64 years,T,Total,THS_PER,Thousand persons,DE,Germany,2023,,1177.0,,,,,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC9,Elementary occupations,Y20-64,From 20 to 64 years,F,Females,THS_PER,Thousand persons,DE,Germany,2023,,1517.9,,,,,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC9,Elementary occupations,Y20-64,From 20 to 64 years,M,Males,THS_PER,Thousand persons,DE,Germany,2023,,1302.0,,,,,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC9,Elementary occupations,Y20-64,From 20 to 64 years,T,Total,THS_PER,Thousand persons,DE,Germany,2023,,2819.9,,,,,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC91,Cleaners and helpers,Y20-64,From 20 to 64 years,F,Females,THS_PER,Thousand persons,DE,Germany,2023,,895.4,,,,,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC91,Cleaners and helpers,Y20-64,From 20 to 64 years,M,Males,THS_PER,Thousand persons,DE,Germany,2023,,196.7,,,,,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC91,Cleaners and helpers,Y20-64,From 20 to 64 years,T,Total,THS_PER,Thousand persons,DE,Germany,2023,,1092.0,,,,,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC92,"Agricultural, forestry and fishery labourers",Y20-64,From 20 to 64 years,F,Females,THS_PER,Thousand persons,DE,Germany,2023,,30.5,,,,,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC92,"Agricultural, forestry and fishery labourers",Y20-64,From 20 to 64 years,M,Males,THS_PER,Thousand persons,DE,Germany,2023,,83.8,,,,,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC92,"Agricultural, forestry and fishery labourers",Y20-64,From 20 to 64 years,T,Total,THS_PER,Thousand persons,DE,Germany,2023,,114.2,,,,,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC93,"Labourers in mining, construction, manufacturing and transport",Y20-64,From 20 to 64 years,F,Females,THS_PER,Thousand persons,DE,Germany,2023,,329.0,,,,,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC93,"Labourers in mining, construction, manufacturing and transport",Y20-64,From 20 to 64 years,M,Males,THS_PER,Thousand persons,DE,Germany,2023,,796.0,,,,,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC93,"Labourers in mining, construction, manufacturing and transport",Y20-64,From 20 to 64 years,T,Total,THS_PER,Thousand persons,DE,Germany,2023,,1125.0,,,,,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC94,Food preparation assistants,Y20-64,From 20 to 64 years,F,Females,THS_PER,Thousand persons,DE,Germany,2023,,201.0,,,,,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC94,Food preparation assistants,Y20-64,From 20 to 64 years,M,Males,THS_PER,Thousand persons,DE,Germany,2023,,98.6,,,,,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC94,Food preparation assistants,Y20-64,From 20 to 64 years,T,Total,THS_PER,Thousand persons,DE,Germany,2023,,299.6,,,,,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC95,Street and related sales and service workers,Y20-64,From 20 to 64 years,F,Females,THS_PER,Thousand persons,DE,Germany,2023,,,,u,low reliability,,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC95,Street and related sales and service workers,Y20-64,From 20 to 64 years,M,Males,THS_PER,Thousand persons,DE,Germany,2023,,,,u,low reliability,,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC95,Street and related sales and service workers,Y20-64,From 20 to 64 years,T,Total,THS_PER,Thousand persons,DE,Germany,2023,,,,u,low reliability,,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC96,Refuse workers and other elementary workers,Y20-64,From 20 to 64 years,F,Females,THS_PER,Thousand persons,DE,Germany,2023,,61.6,,,,,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC96,Refuse workers and other elementary workers,Y20-64,From 20 to 64 years,M,Males,THS_PER,Thousand persons,DE,Germany,2023,,125.2,,,,,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,OC96,Refuse workers and other elementary workers,Y20-64,From 20 to 64 years,T,Total,THS_PER,Thousand persons,DE,Germany,2023,,186.8,,,,,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,TOTAL,Total,Y20-64,From 20 to 64 years,F,Females,THS_PER,Thousand persons,DE,Germany,2023,,18742.2,,,,,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,TOTAL,Total,Y20-64,From 20 to 64 years,M,Males,THS_PER,Thousand persons,DE,Germany,2023,,20976.1,,,,,
dataflow,ESTAT:LFSA_EGAI2D(1.0),Employed persons by detailed occupation (ISCO-08 two digit level),A,Annual,TOTAL,Total,Y20-64,From 20 to 64 years,T,Total,THS_PER,Thousand persons,DE,Germany,2023,,39718.2,,,,,
